interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
ANGPT2_TEK,ANGPT,ANGPT2,TEK,,,,ANGPT inhibition receptor 1,Secreted Signaling,ANGPT2 - TEK,PMID: 20651738,False,ANGPT2,,Secreted,"Disease variant, Coiled coil, Signal, Developmental protein, Reference proteome, Metal-binding, Disulfide bond, Secreted, Differentiation, Calcium, Angiogenesis, Alternative splicing, 3D-structure, Glycoprotein",secreted,False,TEK,"Protein kinase superfamily, Tyr protein kinase","Focal adhesion, Secreted, Cytoplasm, Cell membrane, Cytoskeleton, Cell junction","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Glaucoma, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, EGF-like domain, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Cytoskeleton, Angiogenesis, 3D-structure, Cell junction, Nucleotide-binding, Ubl conjugation",Receptors,Kinase;Other,,secreted,True,CellChatDB v1
ANGPT1_TEK,ANGPT,ANGPT1,TEK,,,,ANGPT inhibition receptor 1,Secreted Signaling,ANGPT1 - TEK,PMID: 20651738,False,ANGPT1,,Secreted,"Disease variant, Coiled coil, Signal, Developmental protein, Reference proteome, Disulfide bond, Secreted, Differentiation, Angiogenesis, Alternative splicing, 3D-structure, Glycoprotein",secreted,False,TEK,"Protein kinase superfamily, Tyr protein kinase","Focal adhesion, Secreted, Cytoplasm, Cell membrane, Cytoskeleton, Cell junction","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Glaucoma, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, EGF-like domain, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Cytoskeleton, Angiogenesis, 3D-structure, Cell junction, Nucleotide-binding, Ubl conjugation",Receptors,Kinase;Other,,secreted,True,CellChatDB v1
ANGPTL4_SDC4,ANGPTL,ANGPTL4,SDC4,,,,,Secreted Signaling,ANGPTL4 - SDC4,PMID: 29017031,False,ANGPTL4,,"Extracellular matrix, Secreted, Extracellular space","Coiled coil, Signal, Reference proteome, Extracellular matrix, Disulfide bond, Secreted, Lipid metabolism, Direct protein sequencing, Angiogenesis, Alternative splicing, 3D-structure, Glycoprotein",,,SDC4,Syndecan proteoglycan,"Secreted, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Secreted, Transmembrane, Heparan sulfate, Alternative splicing, 3D-structure, Proteoglycan, Glycoprotein",,,Adhesion receptor,,,CellChatDB v1
MDK_SDC4,MK,MDK,SDC4,,,,,Secreted Signaling,MDK - SDC4,PMID: 28356350,False,MDK,Pleiotrophin,Secreted,"Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Alternative splicing, 3D-structure, Heparin-binding",growth factor,False,SDC4,Syndecan proteoglycan,"Secreted, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Secreted, Transmembrane, Heparan sulfate, Alternative splicing, 3D-structure, Proteoglycan, Glycoprotein",,,Adhesion receptor,,,CellChatDB v1
PTN_SDC2,PTN,PTN,SDC2,,,,,Secreted Signaling,PTN - SDC2,PMID: 28356350; PMID: 25620911,False,PTN,Pleiotrophin,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Direct protein sequencing, 3D-structure, Heparin-binding",growth factor,False,SDC2,Syndecan proteoglycan,Membrane,"Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Differentiation, Heparan sulfate, Transmembrane, Neurogenesis, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,Adhesion receptor,secreted,True,CellChatDB v1
SPP1_ITGA4_ITGB1,SPP1,SPP1,ITGA4_ITGB1,,,,,Secreted Signaling,SPP1 - (ITGA4+ITGB1),PMID: 21907263,False,SPP1,Osteopontin,Secreted,"Signal, Reference proteome, Phosphoprotein, Secreted, Biomineralization, Sialic acid, Direct protein sequencing, Alternative splicing, 3D-structure, Cell adhesion, Cytokine, Glycoprotein",cytokine,False,"ITGA4, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Repeat, Host-virus interaction, Endosome, Host cell receptor for virus entry, Magnesium, Cell projection, Cell membrane, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation",Receptors,Integrin;Other_receptors,Adhesion receptor,,True,CellChatDB v1
SPP1_ITGAV_ITGB5,SPP1,SPP1,ITGAV_ITGB5,,,,,Secreted Signaling,SPP1 - (ITGAV+ITGB5),PMID: 21907263,False,SPP1,Osteopontin,Secreted,"Signal, Reference proteome, Phosphoprotein, Secreted, Biomineralization, Sialic acid, Direct protein sequencing, Alternative splicing, 3D-structure, Cell adhesion, Cytokine, Glycoprotein",cytokine,False,"ITGAV, ITGB5","Integrin alpha chain, Integrin beta chain","Focal adhesion, Cell membrane, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat, Phosphoprotein",Receptors,Integrin;Other_receptors,Adhesion receptor,,True,CellChatDB v1
NGF_NGFR,NGF,NGF,NGFR,,,,,Secreted Signaling,NGF - NGFR,KEGG: hsa04060,False,NGF,NGF-beta,"Secreted, Endosome lumen","Protease inhibitor, Disulfide bond, Secreted, Growth factor, Lipid-binding, Neuropathy, Metalloenzyme inhibitor, Glycoprotein, Disease variant, Signal, Reference proteome, Neurodegeneration, Metalloprotease inhibitor, Cleavage on pair of basic residues, 3D-structure, Endosome",growth factor,False,NGFR,,"Perikaryon, Cell projection, Growth cone, Cell membrane, Dendritic spine","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Cell projection, Developmental protein, Signal, Biological rhythms, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Synapse, 3D-structure, Repeat",Receptors,Other_receptors;TNFNGF,,,True,CellChatDB v1
EDA_EDA2R,EDA,EDA,EDA2R,,,,,Secreted Signaling,EDA - EDA2R,KEGG: hsa04060,False,EDA,Tumor necrosis factor,"Secreted form]: Secreted, Cell membrane, [Ectodysplasin-A","Membrane, Secreted, Differentiation, Transmembrane, Signal-anchor, Alternative splicing, Glycoprotein, Disease variant, Developmental protein, Reference proteome, Collagen, Cell membrane, Transmembrane helix, Cleavage on pair of basic residues, Ectodermal dysplasia, 3D-structure",,,EDA2R,,Membrane,"Membrane, Developmental protein, Reference proteome, Transmembrane helix, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Repeat, Glycoprotein",Receptors,Other_receptors;TNFNGF,,,,CellChatDB v1
EDA_EDAR,EDA,EDA,EDAR,,,,,Secreted Signaling,EDA - EDAR,KEGG: hsa04060,False,EDA,Tumor necrosis factor,"Secreted form]: Secreted, Cell membrane, [Ectodysplasin-A","Membrane, Secreted, Differentiation, Transmembrane, Signal-anchor, Alternative splicing, Glycoprotein, Disease variant, Developmental protein, Reference proteome, Collagen, Cell membrane, Transmembrane helix, Cleavage on pair of basic residues, Ectodermal dysplasia, 3D-structure",,,EDAR,,Membrane,"Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Transmembrane helix, Apoptosis, Direct protein sequencing, Ectodermal dysplasia, Repeat",Receptors,Other_receptors;TNFNGF,,,,CellChatDB v1
TNFSF10_TNFRSF10B,TRAIL,TNFSF10,TNFRSF10A,,,,,Secreted Signaling,TNFSF10 - TNFRSF10B,KEGG: hsa04060,False,TNFSF10,Tumor necrosis factor,"Secreted, Cell membrane","Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Secreted, Metal-binding, Transmembrane, Signal-anchor, Apoptosis, Alternative splicing, Zinc, 3D-structure, Cytokine",cytokine,True,TNFRSF10A,,"Cytoplasm, Cell membrane, Membrane raft, Cytosol","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Apoptosis, Receptor, Cytoplasm, Repeat, 3D-structure, Methylation, Glycoprotein",Receptors,Other_receptors;TNFNGF,,,True,CellChatDB v1
TNFSF15_TNFRSF25,VEGI,TNFSF15,TNFRSF25,,,,,Secreted Signaling,TNFSF15 - TNFRSF25,KEGG: hsa04060,False,TNFSF15,Tumor necrosis factor,"Secreted form]: Secreted, [Tumor necrosis factor ligand superfamily member 15, Membrane","Membrane, Reference proteome, Transmembrane helix, Disulfide bond, Secreted, Transmembrane, Signal-anchor, Direct protein sequencing, Alternative splicing, 3D-structure, Cytokine, Glycoprotein",cytokine,True,TNFRSF25,,"Cell membrane, Secreted","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Secreted, Transmembrane, Apoptosis, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein",Receptors,Other_receptors;TNFNGF,,secreted,True,CellChatDB v1
TNFSF14_TNFRSF14,LIGHT,TNFSF14,TNFRSF14,,,,,Secreted Signaling,TNFSF14 - TNFRSF14,KEGG: hsa04060,False,TNFSF14,Tumor necrosis factor,"Cytoplasm, Soluble form]: Secreted, Membrane form]: Cell membrane, [Tumor necrosis factor ligand superfamily member 14","Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Secreted, Transmembrane, Signal-anchor, Cytoplasm, Alternative splicing, 3D-structure, Cytokine, Glycoprotein",cytokine,True,TNFRSF14,Tumor necrosis factor receptor,Cell membrane,"Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Innate immunity, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Repeat",Receptors,Other_receptors;TNFNGF,,,True,CellChatDB v1
KLK3_NGFR,NGF,KLK3,NGFR,,,,,Secreted Signaling,KLK3 - NGFR,KEGG: hsa04060,False,KLK3,Peptidase S1,Secreted,"Signal, Hydrolase, Reference proteome, Protease, Disulfide bond, Secreted, Direct protein sequencing, Zymogen, Alternative splicing, 3D-structure, Serine protease, Glycoprotein",,,NGFR,,"Perikaryon, Cell projection, Growth cone, Cell membrane, Dendritic spine","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Cell projection, Developmental protein, Signal, Biological rhythms, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Synapse, 3D-structure, Repeat",Receptors,Other_receptors;TNFNGF,,,True,CellChatDB v1
TNFSF14_LTBR,LIGHT,TNFSF14,LTBR,,,,,Secreted Signaling,TNFSF14 - LTBR,KEGG: hsa04060,False,TNFSF14,Tumor necrosis factor,"Cytoplasm, Soluble form]: Secreted, Membrane form]: Cell membrane, [Tumor necrosis factor ligand superfamily member 14","Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Secreted, Transmembrane, Signal-anchor, Cytoplasm, Alternative splicing, 3D-structure, Cytokine, Glycoprotein",cytokine,True,LTBR,,Membrane,"Membrane, Signal, Reference proteome, Host-virus interaction, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Apoptosis, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein",Receptors,Other_receptors;TNFNGF,,,True,CellChatDB v1
LTA_TNFRSF14,LT,LTA,TNFRSF14,,,,,Secreted Signaling,LTA - TNFRSF14,KEGG: hsa04060,False,LTA,Tumor necrosis factor,"Membrane, Secreted","Membrane, Signal, Reference proteome, Secreted, Direct protein sequencing, 3D-structure, Cytokine, Glycoprotein",cytokine,False,TNFRSF14,Tumor necrosis factor receptor,Cell membrane,"Immunity, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Adaptive immunity, Glycoprotein, Signal, Reference proteome, Cell membrane, Innate immunity, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Repeat",Receptors,Other_receptors;TNFNGF,,,True,CellChatDB v1
LTA_TNFRSF1B,LT,LTA,TNFRSF1B,,,,,Secreted Signaling,LTA - TNFRSF1B,KEGG: hsa04060,False,LTA,Tumor necrosis factor,"Membrane, Secreted","Membrane, Signal, Reference proteome, Secreted, Direct protein sequencing, 3D-structure, Cytokine, Glycoprotein",cytokine,False,TNFRSF1B,,"Cell membrane, Secreted","Membrane, Pharmaceutical, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Direct protein sequencing, 3D-structure, Repeat",Receptors,Other_receptors;TNFNGF,,secreted,True,CellChatDB v1
LTA_TNFRSF1A,LT,LTA,TNFRSF1A,,,,,Secreted Signaling,LTA - TNFRSF1A,KEGG: hsa04060,False,LTA,Tumor necrosis factor,"Membrane, Secreted","Membrane, Signal, Reference proteome, Secreted, Direct protein sequencing, 3D-structure, Cytokine, Glycoprotein",cytokine,False,TNFRSF1A,,"Cell membrane, Secreted, Golgi apparatus membrane","Membrane, Host-virus interaction, Secreted, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Amyloidosis, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, Apoptosis, Golgi apparatus, Cleavage on pair of basic residues, 3D-structure, Repeat",Receptors,Other_receptors;TNFNGF,,secreted,True,CellChatDB v1
TNF_TNFRSF1B,TNF,TNF,TNFRSF1B,,,,,Secreted Signaling,TNF - TNFRSF1B,KEGG: hsa04060,False,TNF,Tumor necrosis factor,"Membrane form]: Membrane, Secreted, Cell membrane, Soluble form]: Secreted, [Tumor necrosis factor","Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Secreted, Transmembrane, Signal-anchor, Direct protein sequencing, Myristate, 3D-structure, Cytokine, Glycoprotein",cytokine,True,TNFRSF1B,,"Cell membrane, Secreted","Membrane, Pharmaceutical, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Direct protein sequencing, 3D-structure, Repeat",Receptors,Other_receptors;TNFNGF,,secreted,True,CellChatDB v1
TNF_TNFRSF1A,TNF,TNF,TNFRSF1A,,,,,Secreted Signaling,TNF - TNFRSF1A,KEGG: hsa04060,False,TNF,Tumor necrosis factor,"Membrane form]: Membrane, Secreted, Cell membrane, Soluble form]: Secreted, [Tumor necrosis factor","Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Secreted, Transmembrane, Signal-anchor, Direct protein sequencing, Myristate, 3D-structure, Cytokine, Glycoprotein",cytokine,True,TNFRSF1A,,"Cell membrane, Secreted, Golgi apparatus membrane","Membrane, Host-virus interaction, Secreted, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Amyloidosis, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Direct protein sequencing, Apoptosis, Golgi apparatus, Cleavage on pair of basic residues, 3D-structure, Repeat",Receptors,Other_receptors;TNFNGF,,secreted,True,CellChatDB v1
IFNG_IFNGR1_IFNGR2,IFN-II,IFNG,IFNGR1_IFNGR2,,,,,Secreted Signaling,IFNG - (IFNGR1+IFNGR2),KEGG: hsa04060,False,IFNG,Type II (or gamma) interferon,Secreted,"Signal, Growth regulation, Reference proteome, Pyrrolidone carboxylic acid, Pharmaceutical, Secreted, Antiviral defense, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Cytokine, Glycoprotein",cytokine,False,"IFNGR1, IFNGR2",Type II cytokine receptor,"Cell membrane, Cytoplasm, Cytoplasmic vesicle membrane, Golgi apparatus membrane, Endoplasmic reticulum membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Ubl conjugation, Cytoplasm, Cytoplasmic vesicle, Endoplasmic reticulum, Golgi apparatus, Repeat",Receptors,CytokineR;IG;Type2,,,True,CellChatDB v1
IFNA21_IFNAR1_IFNAR2,IFN-I,IFNA21,IFNAR1_IFNAR2,,,,,Secreted Signaling,IFNA21 - (IFNAR1+IFNAR2),KEGG: hsa04060,False,IFNA21,Alpha/beta interferon,Secreted,"Secreted, Signal, Reference proteome, Cytokine, Disulfide bond, Direct protein sequencing, Antiviral defense",cytokine,False,"IFNAR1, IFNAR2",Type II cytokine receptor,"Cell membrane, Lysosome, Late endosome, Secreted","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, Glycoprotein, Lysosome, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate, Endosome, Ubl conjugation, Secreted, Direct protein sequencing",Receptors,CytokineR;IG;Type2,,,True,CellChatDB v1
LTA_LTB_LTBR,LT,LTa1b2,LTBR,,,,,Secreted Signaling,LTA - (LTB+LTBR),PMID: 24248355,False,"LTB, LTA",Tumor necrosis factor,"Membrane, Secreted","Membrane, Reference proteome, Transmembrane helix, Transmembrane, Signal-anchor, Direct protein sequencing, Alternative splicing, 3D-structure, Cytokine, Glycoprotein, Signal, Secreted",cytokine,False,LTBR,,Membrane,"Membrane, Signal, Reference proteome, Host-virus interaction, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Apoptosis, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein",Receptors,Other_receptors;TNFNGF,,,True,CellChatDB v1
SPP1_ITGAV_ITGB6,SPP1,SPP1,ITGAV_ITGB6,,,,,Secreted Signaling,SPP1 - (ITGAV+ITGB6),PMID: 21907263,False,SPP1,Osteopontin,Secreted,"Signal, Reference proteome, Phosphoprotein, Secreted, Biomineralization, Sialic acid, Direct protein sequencing, Alternative splicing, 3D-structure, Cell adhesion, Cytokine, Glycoprotein",cytokine,False,"ITGAV, ITGB6","Integrin alpha chain, Integrin beta chain","Focal adhesion, Cell membrane, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat, Disease variant, Amelogenesis imperfecta",Receptors,Integrin;Other_receptors,Adhesion receptor,,True,CellChatDB v1
